trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
shirt,shirt,leotard,leotard,clothing,66,25288,3123,82771,0.00261,0.021134,0.069173,-3.85365,0.006505,sfw,clean,服饰,正装,weilin_tagcart.csv,954.131568,826.696976
grin,grin,open mouth,open_mouth,expression,115,5277,16369,82771,0.021793,0.007025,0.110196,-3.181853,0.011554,sfw,clean,人物,嘴巴,weilin_tagcart.csv,1043.59272,826.265288
open mouth,open_mouth,grin,grin,pose_action,115,16369,5277,82771,0.007025,0.021793,0.110196,-3.181853,0.011554,sfw,clean,表情动作,笑,weilin_tagcart.csv,1043.59272,826.265288
barefoot,barefoot,upper body,upper_body,camera,6,5645,12256,82771,0.001063,0.00049,0.007178,-7.122158,0.000432,sfw,clean,镜头,镜头,weilin_tagcart.csv,835.861836,823.904905
upper body,upper_body,barefoot,barefoot,pose_action,6,12256,5645,82771,0.00049,0.001063,0.007178,-7.122158,0.000432,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,835.861836,823.904905
curtains,curtains,outdoors,outdoors,scene,7,3637,18986,82771,0.001925,0.000369,0.008391,-6.896989,0.000516,sfw,clean,环境,大自然,weilin_tagcart.csv,834.254534,820.313269
outdoors,outdoors,curtains,curtains,scene,7,18986,3637,82771,0.000369,0.001925,0.008391,-6.896989,0.000516,sfw,clean,场景,家具,weilin_tagcart.csv,834.254534,820.313269
short sleeves,short_sleeves,sleeveless,sleeveless,clothing,140,9418,9491,82771,0.014865,0.014751,0.129639,-2.947429,0.014105,sfw,clean,服饰,手臂,weilin_tagcart.csv,1079.922171,818.071627
sleeveless,sleeveless,short sleeves,short_sleeves,clothing,140,9491,9418,82771,0.014751,0.014865,0.129639,-2.947429,0.014105,sfw,clean,服饰,手臂,weilin_tagcart.csv,1079.922171,818.071627
skirt,skirt,white dress,white_dress,clothing,360,14342,8217,82771,0.025101,0.043812,0.252847,-1.983664,0.032468,sfw,clean,服饰,裙子,danbooru_all.csv,1423.786278,794.811175
white dress,white_dress,skirt,skirt,clothing,360,8217,14342,82771,0.043812,0.025101,0.252847,-1.983664,0.032468,sfw,clean,服饰,裙子,weilin_tagcart.csv,1423.786278,794.811175
gloves,gloves,wet clothes,wet_clothes,style_light,92,8961,8959,82771,0.010267,0.010269,0.094853,-3.398166,0.009526,sfw,clean,服饰,上半身服装,danbooru_all.csv,969.924237,794.650692
wet clothes,wet_clothes,gloves,gloves,clothing,92,8959,8961,82771,0.010269,0.010267,0.094853,-3.398166,0.009526,sfw,clean,服饰,手套,weilin_tagcart.csv,969.924237,794.650692
cowboy shot,cowboy_shot,on bed,on_bed,scene,268,14462,7233,82771,0.018531,0.037052,0.212064,-2.237431,0.025915,sfw,clean,场景,室内,danbooru_all.csv,1263.771683,784.604734
on bed,on_bed,cowboy shot,cowboy_shot,camera,268,7233,14462,82771,0.037052,0.018531,0.212064,-2.237431,0.025915,sfw,clean,镜头,镜头,weilin_tagcart.csv,1263.771683,784.604734
shirt,shirt,strapless,strapless,clothing,110,25288,3243,82771,0.00435,0.033919,0.111022,-3.171081,0.011542,sfw,clean,服饰,上半身服装,danbooru_all.csv,990.793684,783.006115
strapless,strapless,shirt,shirt,clothing,110,3243,25288,82771,0.033919,0.00435,0.111022,-3.171081,0.011542,sfw,clean,服饰,上衣,weilin_tagcart.csv,990.793684,783.006115
hat,hat,wet,wet,style_light,393,6505,18530,82771,0.060415,0.021209,0.269866,-1.889685,0.042477,sfw,clean,人物,皮肤,danbooru_all.csv,1456.278769,776.336073
wet,wet,hat,hat,clothing,393,18530,6505,82771,0.021209,0.060415,0.269866,-1.889685,0.035154,sfw,clean,服饰,帽子,weilin_tagcart.csv,1456.278769,776.336073
dress,dress,jacket,jacket,clothing,1000,19748,9793,82771,0.050638,0.102114,0.427996,-1.224332,0.065112,sfw,clean,服饰,外套,weilin_tagcart.csv,2336.472484,764.468109
jacket,jacket,dress,dress,clothing,1000,9793,19748,82771,0.102114,0.050638,0.427996,-1.224332,0.131302,sfw,clean,服饰,裙子,weilin_tagcart.csv,2336.472484,764.468109
pantyhose,pantyhose,wet,wet,style_light,913,9864,18530,82771,0.092559,0.049271,0.413448,-1.274224,0.113473,sfw,clean,人物,皮肤,danbooru_all.csv,2208.260381,759.738059
wet,wet,pantyhose,pantyhose,clothing,913,18530,9864,82771,0.049271,0.092559,0.413448,-1.274224,0.061298,sfw,clean,服饰,袜子,weilin_tagcart.csv,2208.260381,759.738059
shorts,shorts,upper body,upper_body,camera,39,5575,12256,82771,0.006996,0.003182,0.047244,-4.403717,0.003993,sfw,clean,镜头,镜头,weilin_tagcart.csv,825.496853,749.339379
upper body,upper_body,shorts,shorts,clothing,39,12256,5575,82771,0.003182,0.006996,0.047244,-4.403717,0.003993,sfw,clean,服饰,裤子,weilin_tagcart.csv,825.496853,749.339379
skirt,skirt,water,water,scene,819,14342,11892,82771,0.057105,0.06887,0.397464,-1.331105,0.066243,sfw,clean,环境,水,danbooru_all.csv,2060.565464,748.088245
water,water,skirt,skirt,clothing,819,11892,14342,82771,0.06887,0.057105,0.397464,-1.331105,0.07989,sfw,clean,服饰,裙子,weilin_tagcart.csv,2060.565464,748.088245
japanese clothes,japanese_clothes,shirt,shirt,clothing,135,3268,25288,82771,0.04131,0.005339,0.135212,-2.886704,0.014612,sfw,clean,服饰,上衣,weilin_tagcart.csv,998.431625,746.685253
shirt,shirt,japanese clothes,japanese_clothes,clothing,135,25288,3268,82771,0.005339,0.04131,0.135212,-2.886704,0.014612,sfw,clean,服饰,风格,weilin_tagcart.csv,998.431625,746.685253
cowboy shot,cowboy_shot,feet out of frame,feet_out_of_frame,pose_action,11,14462,4361,82771,0.000761,0.002522,0.014436,-6.114153,0.000954,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,761.967138,740.125938
feet out of frame,feet_out_of_frame,cowboy shot,cowboy_shot,camera,11,4361,14462,82771,0.002522,0.000761,0.014436,-6.114153,0.000954,sfw,clean,镜头,镜头,weilin_tagcart.csv,761.967138,740.125938
kimono,kimono,shirt,shirt,clothing,34,2637,25288,82771,0.012893,0.001345,0.042202,-4.566547,0.003468,sfw,clean,服饰,上衣,weilin_tagcart.csv,805.649998,739.084864
shirt,shirt,kimono,kimono,clothing,34,25288,2637,82771,0.001345,0.012893,0.042202,-4.566547,0.003468,sfw,clean,服饰,正装,weilin_tagcart.csv,805.649998,739.084864
no shoes,no_shoes,upper body,upper_body,camera,2,4886,12256,82771,0.000409,0.000163,0.002764,-8.498801,0.000149,sfw,clean,镜头,镜头,weilin_tagcart.csv,723.475807,719.481336
upper body,upper_body,no shoes,no_shoes,clothing,2,12256,4886,82771,0.000163,0.000409,0.002764,-8.498801,0.000149,sfw,clean,服饰,鞋子,weilin_tagcart.csv,723.475807,719.481336
looking at another,looking_at_another,looking at viewer,looking_at_viewer,camera,38,970,67243,82771,0.039175,0.000565,0.048222,-4.374172,0.004054,sfw,clean,镜头,主角动作,weilin_tagcart.csv,788.02612,713.858547
looking at viewer,looking_at_viewer,looking at another,looking_at_another,camera,38,67243,970,82771,0.000565,0.039175,0.048222,-4.374172,0.004054,sfw,clean,镜头,主角动作,weilin_tagcart.csv,788.02612,713.858547
blush,blush,holding weapon,holding_weapon,pose_action,202,59173,1496,82771,0.003414,0.135027,0.188875,-2.404497,0.021969,sfw,clean,表情动作,手部拿着某物,danbooru_all.csv,1069.490619,703.643361
holding weapon,holding_weapon,blush,blush,expression,202,1496,59173,82771,0.135027,0.003414,0.188875,-2.404497,0.059329,sfw,clean,表情动作,其他表情,weilin_tagcart.csv,1069.490619,703.643361
day,day,on bed,on_bed,scene,229,12743,7233,82771,0.017971,0.03166,0.205648,-2.281754,0.024456,sfw,clean,场景,室内,danbooru_all.csv,1113.555702,702.64899
on bed,on_bed,day,day,scene,229,7233,12743,82771,0.03166,0.017971,0.205648,-2.281754,0.024456,sfw,clean,环境,天气,weilin_tagcart.csv,1113.555702,702.64899
dress,dress,short shorts,short_shorts,clothing,73,19748,3529,82771,0.003697,0.020686,0.086701,-3.5278,0.008319,sfw,clean,服饰,裤子,weilin_tagcart.csv,841.969917,702.299122
short shorts,short_shorts,dress,dress,clothing,73,3529,19748,82771,0.020686,0.003697,0.086701,-3.5278,0.008319,sfw,clean,服饰,裙子,weilin_tagcart.csv,841.969917,702.299122
dress,dress,open clothes,open_clothes,clothing,688,19748,7591,82771,0.034839,0.090634,0.379878,-1.396391,0.054016,sfw,clean,服饰,上衣,weilin_tagcart.csv,1811.10616,696.462458
open clothes,open_clothes,dress,dress,clothing,688,7591,19748,82771,0.090634,0.034839,0.379878,-1.396391,0.097913,sfw,clean,服饰,裙子,weilin_tagcart.csv,1811.10616,696.462458
chinese clothes,chinese_clothes,shirt,shirt,clothing,79,2748,25288,82771,0.028748,0.003124,0.094097,-3.409713,0.009172,sfw,clean,服饰,上衣,weilin_tagcart.csv,839.562455,688.996089
shirt,shirt,chinese clothes,chinese_clothes,clothing,79,25288,2748,82771,0.003124,0.028748,0.094097,-3.409713,0.009172,sfw,clean,服饰,休闲装,weilin_tagcart.csv,839.562455,688.996089
black pantyhose,black_pantyhose,upper body,upper_body,camera,3,4683,12256,82771,0.000641,0.000245,0.004326,-7.852618,0.000241,sfw,clean,镜头,镜头,weilin_tagcart.csv,693.417356,687.430336
upper body,upper_body,black pantyhose,black_pantyhose,clothing,3,12256,4683,82771,0.000245,0.000641,0.004326,-7.852618,0.000241,sfw,clean,服饰,袜子,weilin_tagcart.csv,693.417356,687.430336
pillow,pillow,water,water,scene,15,4986,11892,82771,0.003008,0.001261,0.020939,-5.577643,0.001464,sfw,clean,环境,水,danbooru_all.csv,716.356115,686.670205
water,water,pillow,pillow,scene,15,11892,4986,82771,0.001261,0.003008,0.020939,-5.577643,0.001464,sfw,clean,场景,床上用品,weilin_tagcart.csv,716.356115,686.670205
detached collar,detached_collar,shirt,shirt,clothing,132,3037,25288,82771,0.043464,0.00522,0.142263,-2.813365,0.01531,sfw,clean,服饰,上衣,weilin_tagcart.csv,927.857051,682.635806
shirt,shirt,detached collar,detached_collar,clothing,132,25288,3037,82771,0.00522,0.043464,0.142263,-2.813365,0.01531,sfw,clean,服饰,上半身服装,danbooru_all.csv,927.857051,682.635806
halterneck,halterneck,shirt,shirt,clothing,412,4491,25288,82771,0.091739,0.016292,0.300274,-1.735648,0.072319,sfw,clean,服饰,上衣,weilin_tagcart.csv,1372.07969,671.792621
shirt,shirt,halterneck,halterneck,clothing,412,25288,4491,82771,0.016292,0.091739,0.300274,-1.735648,0.039416,sfw,clean,服饰,领口,weilin_tagcart.csv,1372.07969,671.792621
cowboy shot,cowboy_shot,shoes,shoes,clothing,20,14462,4036,82771,0.001383,0.004955,0.028361,-5.139924,0.002095,sfw,clean,服饰,鞋子,weilin_tagcart.csv,705.182153,665.749382
shoes,shoes,cowboy shot,cowboy_shot,camera,20,4036,14462,82771,0.004955,0.001383,0.028361,-5.139924,0.002095,sfw,clean,镜头,镜头,weilin_tagcart.csv,705.182153,665.749382
long sleeves,long_sleeves,sleeveless dress,sleeveless_dress,clothing,431,25664,4456,82771,0.016794,0.096724,0.311951,-1.68061,0.041247,sfw,clean,服饰,裙子,weilin_tagcart.csv,1381.628638,654.079383
sleeveless dress,sleeveless_dress,long sleeves,long_sleeves,clothing,431,4456,25664,82771,0.096724,0.016794,0.311951,-1.68061,0.079791,sfw,clean,服饰,手臂,weilin_tagcart.csv,1381.628638,654.079383
bed sheet,bed_sheet,water,water,scene,4,4594,11892,82771,0.000871,0.000336,0.00606,-7.366401,0.000347,sfw,clean,环境,水,danbooru_all.csv,660.0361,652.060341
water,water,bed sheet,bed_sheet,scene,4,11892,4594,82771,0.000336,0.000871,0.00606,-7.366401,0.000347,sfw,clean,场景,床上用品,weilin_tagcart.csv,660.0361,652.060341
kiss,kiss,looking at viewer,looking_at_viewer,camera,69,961,67243,82771,0.0718,0.001026,0.088381,-3.500127,0.012042,sfw,clean,镜头,主角动作,weilin_tagcart.csv,780.714538,648.812797
looking at viewer,looking_at_viewer,kiss,kiss,pose_action,69,67243,961,82771,0.001026,0.0718,0.088381,-3.500127,0.008386,sfw,clean,表情动作,笑,danbooru_all.csv,780.714538,648.812797
feet out of frame,feet_out_of_frame,upper body,upper_body,camera,0,4361,12256,82771,0,0,0,0,0,sfw,clean,镜头,镜头,weilin_tagcart.csv,645.738435,645.738435
upper body,upper_body,feet out of frame,feet_out_of_frame,pose_action,0,12256,4361,82771,0,0,0,0,0,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,645.738435,645.738435
jewelry,jewelry,wet clothes,wet_clothes,style_light,866,18475,8959,82771,0.046874,0.096663,0.433064,-1.207348,0.063715,sfw,clean,服饰,上半身服装,danbooru_all.csv,1999.704305,642.737752
wet clothes,wet_clothes,jewelry,jewelry,clothing,866,8959,18475,82771,0.096663,0.046874,0.433064,-1.207348,0.123176,sfw,clean,服饰,首饰,weilin_tagcart.csv,1999.704305,642.737752
miniskirt,miniskirt,upper body,upper_body,camera,5,4326,12256,82771,0.001156,0.000408,0.007806,-7.001253,0.000459,sfw,clean,镜头,镜头,weilin_tagcart.csv,640.555944,630.594972
upper body,upper_body,miniskirt,miniskirt,clothing,5,12256,4326,82771,0.000408,0.001156,0.007806,-7.001253,0.000459,sfw,clean,服饰,裙子,weilin_tagcart.csv,640.555944,630.594972
gloves,gloves,water,water,scene,388,8961,11892,82771,0.043299,0.032627,0.301369,-1.730397,0.039176,sfw,clean,环境,水,danbooru_all.csv,1287.458313,628.389477
water,water,gloves,gloves,clothing,388,11892,8961,82771,0.032627,0.043299,0.301369,-1.730397,0.039176,sfw,clean,服饰,手套,weilin_tagcart.csv,1287.458313,628.389477
skirt,skirt,sleeveless dress,sleeveless_dress,clothing,76,14342,4456,82771,0.005299,0.017056,0.098432,-3.344727,0.009521,sfw,clean,服饰,裙子,weilin_tagcart.csv,772.105593,627.586435
sleeveless dress,sleeveless_dress,skirt,skirt,clothing,76,4456,14342,82771,0.017056,0.005299,0.098432,-3.344727,0.009521,sfw,clean,服饰,裙子,weilin_tagcart.csv,772.105593,627.586435
black gloves,black_gloves,wet,wet,style_light,214,4507,18530,82771,0.047482,0.011549,0.212094,-2.237222,0.024924,sfw,clean,人物,皮肤,danbooru_all.csv,1008.985152,626.373332
wet,wet,black gloves,black_gloves,clothing,214,18530,4507,82771,0.011549,0.047482,0.212094,-2.237222,0.024924,sfw,clean,服饰,手部装饰物,danbooru_all.csv,1008.985152,626.373332
leaning forward,leaning_forward,sitting,sitting,pose_action,165,3245,23487,82771,0.050847,0.007025,0.179193,-2.480418,0.020437,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,920.79732,620.364088
sitting,sitting,leaning forward,leaning_forward,pose_action,165,23487,3245,82771,0.007025,0.050847,0.179193,-2.480418,0.020097,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,920.79732,620.364088
pleated skirt,pleated_skirt,white dress,white_dress,clothing,64,7433,8217,82771,0.00861,0.007789,0.086732,-3.527287,0.008106,sfw,clean,服饰,裙子,danbooru_all.csv,737.902901,615.453767
white dress,white_dress,pleated skirt,pleated_skirt,clothing,64,8217,7433,82771,0.007789,0.00861,0.086732,-3.527287,0.008106,sfw,clean,服饰,裙子,weilin_tagcart.csv,737.902901,615.453767
sash,sash,shirt,shirt,clothing,43,2275,25288,82771,0.018901,0.0017,0.061866,-4.014714,0.005334,sfw,clean,服饰,上衣,weilin_tagcart.csv,695.052615,611.712845
shirt,shirt,sash,sash,scene,43,25288,2275,82771,0.0017,0.018901,0.061866,-4.014714,0.005334,sfw,clean,场景,家具,weilin_tagcart.csv,695.052615,611.712845
pantyhose,pantyhose,water,water,scene,489,9864,11892,82771,0.049574,0.04112,0.345048,-1.535132,0.046549,sfw,clean,环境,水,danbooru_all.csv,1417.195491,607.923801
water,water,pantyhose,pantyhose,clothing,489,11892,9864,82771,0.04112,0.049574,0.345048,-1.535132,0.046549,sfw,clean,服饰,袜子,weilin_tagcart.csv,1417.195491,607.923801
leotard,leotard,white shirt,white_shirt,clothing,41,3123,18028,82771,0.013128,0.002274,0.060276,-4.052279,0.005146,sfw,clean,服饰,上衣,weilin_tagcart.csv,680.207367,600.678673
white shirt,white_shirt,leotard,leotard,clothing,41,18028,3123,82771,0.002274,0.013128,0.060276,-4.052279,0.005146,sfw,clean,服饰,正装,weilin_tagcart.csv,680.207367,600.678673
strapless,strapless,white shirt,white_shirt,clothing,55,3243,18028,82771,0.01696,0.003051,0.077866,-3.682868,0.007058,sfw,clean,服饰,上衣,weilin_tagcart.csv,706.344058,600.626673
white shirt,white_shirt,strapless,strapless,clothing,55,18028,3243,82771,0.003051,0.01696,0.077866,-3.682868,0.007058,sfw,clean,服饰,上半身服装,danbooru_all.csv,706.344058,600.626673
halterneck,halterneck,long sleeves,long_sleeves,clothing,478,4491,25664,82771,0.106435,0.018625,0.343272,-1.542575,0.098225,sfw,clean,服饰,手臂,weilin_tagcart.csv,1392.480748,600.564884
long sleeves,long_sleeves,halterneck,halterneck,clothing,478,25664,4491,82771,0.018625,0.106435,0.343272,-1.542575,0.046143,sfw,clean,服饰,领口,weilin_tagcart.csv,1392.480748,600.564884
detached sleeves,detached_sleeves,wet,wet,style_light,238,4560,18530,82771,0.052193,0.012844,0.233139,-2.100738,0.029136,sfw,clean,人物,皮肤,danbooru_all.csv,1020.850298,600.337376
wet,wet,detached sleeves,detached_sleeves,clothing,238,18530,4560,82771,0.012844,0.052193,0.233139,-2.100738,0.027912,sfw,clean,服饰,手臂,weilin_tagcart.csv,1020.850298,600.337376
thighhighs,thighhighs,wet clothes,wet_clothes,style_light,288,10125,8959,82771,0.028444,0.032146,0.262794,-1.927994,0.032511,sfw,clean,服饰,上半身服装,danbooru_all.csv,1095.913726,595.598516
wet clothes,wet_clothes,thighhighs,thighhighs,clothing,288,8959,10125,82771,0.032146,0.028444,0.262794,-1.927994,0.032511,sfw,clean,服饰,袜子,weilin_tagcart.csv,1095.913726,595.598516
full body,full_body,sweat,sweat,style_light,830,9769,16016,82771,0.084963,0.051823,0.439089,-1.187416,0.109094,sfw,clean,表情动作,其他表情,weilin_tagcart.csv,1890.279252,594.722759
sweat,sweat,full body,full_body,camera,830,16016,9769,82771,0.051823,0.084963,0.439089,-1.187416,0.066542,sfw,clean,镜头,人物构图,danbooru_all.csv,1890.279252,594.722759
detached sleeves,detached_sleeves,shirt,shirt,clothing,484,4560,25288,82771,0.10614,0.01914,0.347412,-1.525282,0.09933,sfw,clean,服饰,上衣,weilin_tagcart.csv,1393.160406,593.307591
shirt,shirt,detached sleeves,detached_sleeves,clothing,484,25288,4560,82771,0.01914,0.10614,0.347412,-1.525282,0.046792,sfw,clean,服饰,手臂,weilin_tagcart.csv,1393.160406,593.307591
bowtie,bowtie,wet,wet,style_light,328,5138,18530,82771,0.063838,0.017701,0.285156,-1.810177,0.046036,sfw,clean,人物,皮肤,danbooru_all.csv,1150.24755,587.778721
wet,wet,bowtie,bowtie,clothing,328,18530,5138,82771,0.017701,0.063838,0.285156,-1.810177,0.036057,sfw,clean,服饰,领口,weilin_tagcart.csv,1150.24755,587.778721
couch,couch,outdoors,outdoors,scene,8,2616,18986,82771,0.003058,0.000421,0.013332,-6.228957,0.000837,sfw,clean,环境,大自然,weilin_tagcart.csv,600.057701,584.164358
outdoors,outdoors,couch,couch,scene,8,18986,2616,82771,0.000421,0.003058,0.013332,-6.228957,0.000837,sfw,clean,场景,家具,weilin_tagcart.csv,600.057701,584.164358
collared shirt,collared_shirt,white dress,white_dress,clothing,47,6788,8217,82771,0.006924,0.00572,0.069746,-3.84174,0.006123,sfw,clean,服饰,裙子,danbooru_all.csv,673.871235,583.149309
white dress,white_dress,collared shirt,collared_shirt,clothing,47,8217,6788,82771,0.00572,0.006924,0.069746,-3.84174,0.006123,sfw,clean,服饰,上衣,weilin_tagcart.csv,673.871235,583.149309
pelvic curtain,pelvic_curtain,shirt,shirt,clothing,32,2108,25288,82771,0.01518,0.001265,0.049687,-4.330987,0.004033,sfw,clean,服饰,上衣,weilin_tagcart.csv,644.03117,581.621155
shirt,shirt,pelvic curtain,pelvic_curtain,clothing,32,25288,2108,82771,0.001265,0.01518,0.049687,-4.330987,0.004033,sfw,clean,服饰,正装,weilin_tagcart.csv,644.03117,581.621155
blue skirt,blue_skirt,dress,dress,clothing,108,3271,19748,82771,0.033017,0.005469,0.138388,-2.85321,0.014336,sfw,clean,服饰,裙子,weilin_tagcart.csv,780.414735,579.360634
dress,dress,blue skirt,blue_skirt,clothing,108,19748,3271,82771,0.005469,0.033017,0.138388,-2.85321,0.014336,sfw,clean,服饰,裙子,danbooru_all.csv,780.414735,579.360634
beach,beach,long sleeves,long_sleeves,clothing,359,3833,25664,82771,0.09366,0.013988,0.302071,-1.727039,0.072627,sfw,clean,服饰,手臂,weilin_tagcart.csv,1188.461079,578.904681
long sleeves,long_sleeves,beach,beach,scene,359,25664,3833,82771,0.013988,0.09366,0.302071,-1.727039,0.038771,sfw,clean,环境,水,weilin_tagcart.csv,1188.461079,578.904681
